include,xmltv_id,raw_name,provider,confidence,score,matched_db_name,grab_site,grab_site_id
yes,NDTV24x7.in@SD,NDTV 24x7,meowfy,auto,100.0,NDTV 24x7,dishtv.in,154895
yes,NDTV24x7.in@SD,NDTV 24x7 [IN-UK],sktech,auto,100.0,NDTV 24x7,dishtv.in,154895
yes,NDTV24x7.in@SD,NDTV 24x7 [IN],sktech,auto,100.0,NDTV 24x7,dishtv.in,154895
yes,NDTVGoodTimes.in@SD,GOOD TiMES,meowfy,auto,100.0,NDTV Good Times,airtelxstream.in,LIVETV_LIVETVCHANNEL_GOOD_TIMES
yes,NDTVGoodTimes.in@SD,NDTV GOOD TIMES [IN],sktech,auto,100.0,NDTV Good Times,airtelxstream.in,LIVETV_LIVETVCHANNEL_GOOD_TIMES
yes,NDTVIndia.in@SD,NDTV India,meowfy,auto,100.0,NDTV India,dishtv.in,157588
yes,NDTVIndia.in@SD,NDTV INDIA [IN],sktech,auto,100.0,NDTV India,dishtv.in,157588
yes,NDTVProfit.in@SD,NDTV Profit,meowfy,auto,100.0,NDTV Profit,airtelxstream.in,LIVETV_LIVETVCHANNEL_NDTV_PROFIT_PRIME
yes,NDTVProfit.in@SD,NDTV PROFIT [IN],sktech,auto,100.0,NDTV Profit,airtelxstream.in,LIVETV_LIVETVCHANNEL_NDTV_PROFIT_PRIME
yes,NENews.in@SD,AOne News,meowfy,likely,87.5,NE News,dishtv.in,158851
review,NENews.in@SD,Euro News,meowfy,review,75.0,NE News,dishtv.in,158851
review,NENews.in@SD,MKN News,meowfy,review,80.0,NE News,dishtv.in,158851
yes,NENews.in@SD,NE News,meowfy,auto,100.0,NE News,dishtv.in,158851
yes,NHKWorldJapan.jp@SD,NHK World Japan,meowfy,auto,100.0,NHK World-Japan,tataplay.com,976
yes,NKTVBangla.in@jiotv,NK TV Bangla,meowfy,auto,100.0,NK TV Bangla,jiotv.com,2933
yes,NKTVPlus.in@jiotv,NK TV Plus,meowfy,auto,100.0,NK TV Plus,jiotv.com,1757
yes,NTVTelugu.in@SD,NTV,meowfy,auto,100.0,NTV Telugu,dishtv.in,154897
yes,NaaptolTamil.in@SD,Tamil Naaptol,meowfy,auto,100.0,Naaptol Tamil,airtelxstream.in,LIVETV_LIVETVCHANNEL_TAMIL_NAAPTOL
review,NambikkaiTV.in@SD,Nambikkai,meowfy,review,79.7,Nambikkai TV,dishtv.in,143567
review,NandighoshaTV.in@SD,Nandighosha,meowfy,review,82.0,Nandighosha TV,tataplay.com,805
yes,Narikaa.in@jiotv,Narikaa,meowfy,auto,100.0,Narikaa,jiotv.com,2352
yes,NationKhabar.in@jiotv,Nation Khabar,meowfy,auto,100.0,Nation Khabar,jiotv.com,3203
yes,NationalGeographic.in@SD,National Geographic HD,meowfy,auto,100.0,National Geographic,dishtv.in,143573
yes,NationalGeographic.in@SD,National Geographic,meowfy,auto,100.0,National Geographic,dishtv.in,143573
yes,NationalGeographicWild.in@SD,Nat Geo Wild HD,meowfy,auto,100.0,National Geographic Wild,dishtv.in,143571
yes,NationalGeographicWild.in@SD,Nat Geo Wild,meowfy,auto,100.0,National Geographic Wild,dishtv.in,143571
yes,NationalGeographicWild.in@SD,NAT GEO WILD FHD [IN],sktech,auto,100.0,National Geographic Wild,dishtv.in,143571
yes,NavsarjanSanskrutiNews.in@jiotv,Navsarjan Sanskruti News,meowfy,auto,100.0,Navsarjan Sanskruti News,jiotv.com,3064
yes,NaxatraNewsHindi.in@jiotv,Naxatra News Hindi,meowfy,auto,100.0,Naxatra News Hindi,jiotv.com,3086
yes,Nepalone.in@jiotv,Nepal one,meowfy,auto,100.0,Nepal one,jiotv.com,719
yes,Network10.in@SD,Network 10,meowfy,auto,100.0,Network 10,dishtv.in,143585
review,News11.in@SD,News11 Bharat,meowfy,review,84.4,News 11,tataplay.com,415
yes,News11.in@SD,NEWS 11 BHARAT [IN],sktech,auto,100.0,News 11,tataplay.com,415
yes,News11.in@jiotv,News11,meowfy,auto,100.0,News11,jiotv.com,882
yes,News18Assam.in@jiotv,News 18 Assam,meowfy,auto,100.0,News 18 Assam,jiotv.com,627
yes,News18Bangla.in@SD,News18 Bangla,meowfy,auto,100.0,News18 Bangla,dishtv.in,143607
yes,News18Bangla.in@SD,NEWS18 BANGLA [BENGALI],sktech,auto,100.0,News18 Bangla,dishtv.in,143607
yes,News18BiharJharkhand.in@SD,news18 Bihar Jharkhand,meowfy,auto,100.0,News18 Bihar Jharkhand,dishtv.in,143608
yes,News18Gujarati.in@SD,News18 Gujarati,meowfy,auto,100.0,News18 Gujarati,dishtv.in,143609
review,News18India.in@SD,News 18 India,meowfy,review,83.6,News18 India,dishtv.in,143610
review,News18India.in@SD,NEWS 18 INDIA [IN],sktech,review,83.6,News18 India,dishtv.in,143610
yes,News18JKLH.in@SD,News18 JKLH,meowfy,auto,100.0,News18 JKLH,airtelxstream.in,LIVETV_LIVETVCHANNEL_NEWS18_JK_HIMACHAL
yes,News18Kannada.in@SD,News18 Kannada,meowfy,auto,100.0,News18 Kannada,dishtv.in,143612
yes,News18Kerala.in@SD,News18 Kerala,meowfy,auto,100.0,News18 Kerala,dishtv.in,143613
yes,News18Marathi.in@SD,News18 Marathi,meowfy,auto,100.0,News18 Marathi,dishtv.in,143614
yes,News18Odia.in@SD,News18 Oriya,meowfy,likely,87.0,News18 Odia,dishtv.in,143616
yes,News18PunjabHaryanaHimachal.in@SD,News18 Punjab Haryana,meowfy,auto,100.0,News18 Punjab/Haryana/Himachal,dishtv.in,143617
yes,News18Rajasthan.in@SD,News18 Rajasthan,meowfy,auto,100.0,News18 Rajasthan,dishtv.in,143618
yes,News18Rajasthan.in@SD,NEWS 18 RAJASTHAN [IN],sktech,likely,86.1,News18 Rajasthan,dishtv.in,143618
yes,News18TamilNadu.in@SD,News18 Tamil nadu,meowfy,auto,100.0,News18 Tamil Nadu,dishtv.in,143619
yes,News1India.in@SD,News 1 India,meowfy,auto,100.0,News 1 India,airtelxstream.in,LIVETV_LIVETVCHANNEL_NEWS_1_INDIA
yes,News1India.in@SD,NEWS 1 INDIA [IN],sktech,auto,100.0,News 1 India,airtelxstream.in,LIVETV_LIVETVCHANNEL_NEWS_1_INDIA
review,News24.in@SD,E NEWS 24 [IN],sktech,review,81.5,News 24,dishtv.in,90009
yes,News24.in@SD,NEWS 24 [IN],sktech,auto,100.0,News 24,dishtv.in,90009
review,News24MPChhattisgarh.in@SD,NEWS 24 MPCG,meowfy,review,82.7,News 24 MP & Chhattisgarh,airtelxstream.in,LIVETV_LIVETVCHANNEL_NEWS24_MPCG
yes,News24Tass.in@jiotv,News 24 Tass,meowfy,auto,100.0,News 24 Tass,jiotv.com,3170
yes,News360.in@jiotv,News 360,meowfy,auto,100.0,News 360,jiotv.com,3018
yes,News7Tamil.in@SD,News7 Tamil,meowfy,auto,100.0,News 7 Tamil,dishtv.in,143578
yes,NewsCapitalGujarat.in@jiotv,News Capital Gujarat,meowfy,auto,100.0,News Capital Gujarat,jiotv.com,3058
yes,NewsFirst.in@jiotv,News First,meowfy,auto,100.0,News First,jiotv.com,1555
yes,NewsFlash.in@jiotv,News Flash,meowfy,auto,100.0,News Flash,jiotv.com,1896
yes,NewsIndia24x7.in@SD,News India 24x7,meowfy,auto,100.0,News India 24x7,dishtv.in,143593
yes,NewsJ.in@SD,News J,meowfy,auto,100.0,News J,airtelxstream.in,LIVETV_LIVETVCHANNEL_NEWS_J
yes,NewsLive.in@SD,NEWS LIVE [BENGALI],sktech,auto,100.0,News Live,dishtv.in,143595
yes,NewsNation.in@SD,News Nation,meowfy,auto,100.0,News Nation,dishtv.in,143596
yes,NewsNation.in@SD,NEWS NATION [IN],sktech,auto,100.0,News Nation,dishtv.in,143596
yes,NewsNation81.in@jiotv,News Nation 81,meowfy,auto,100.0,News Nation 81,jiotv.com,3181
yes,NewsOnly.in@jiotv,News Only,meowfy,auto,100.0,News Only,jiotv.com,1457
yes,NewsStateBiharJharkhand.in@jiotv,News State Bihar Jharkhand,meowfy,auto,100.0,News State Bihar Jharkhand,jiotv.com,2764
yes,NewsStateMPCHG.in@SD,News State MPCG,meowfy,likely,85.6,News State MP & CHG,airtelxstream.in,LIVETV_LIVETVCHANNEL_NEWS_STATE_MADHYA_PRADESH_CHHATTISGARH
review,NewsStateMPCHG.in@SD,ZEE NEWS MP & CH [IN],sktech,review,75.9,News State MP & CHG,airtelxstream.in,LIVETV_LIVETVCHANNEL_NEWS_STATE_MADHYA_PRADESH_CHHATTISGARH
yes,NewsStatePunjabHaryanaHimachal.in@SD,News State Punjab Haryana Himachal,meowfy,auto,100.0,News State Punjab Haryana Himachal,dishtv.in,169169
yes,NewsStateUPUK.in@SD,News State UK UP,meowfy,auto,100.0,News State UP & UK,dishtv.in,143601
yes,NewsStateUPUK.in@SD,NEWS STATE UP UK [IN],sktech,auto,100.0,News State UP & UK,dishtv.in,143601
review,NewsStateUPUK.in@SD,NEWS STATE [IN],sktech,review,81.0,News State UP & UK,dishtv.in,143601
yes,NewsTamil24x7.in@SD,News Tamil 24x7,meowfy,auto,100.0,News Tamil 24x7,dishtv.in,143623
review,NewsTamil24x7.in@SD,News 24x7,meowfy,review,78.3,News Tamil 24x7,dishtv.in,143623
review,NewsTamil24x7.in@SD,News_Plus_24x7,meowfy,review,75.9,News Tamil 24x7,dishtv.in,143623
yes,NewsTimeBangla.in@SD,Newslive Bangla,meowfy,likely,86.7,NewsTime Bangla,dishtv.in,143602
yes,NewsTimeTV.in@jiotv,News Time TV,meowfy,auto,100.0,News Time TV,jiotv.com,687
review,NewsX.in@SD,NEWS X [IN],sktech,review,84.9,NewsX,dishtv.in,143624
yes,NewsXWorld.in@HD,News X World,meowfy,likely,86.2,NewsX World,tataplay.com,1487
yes,Newslive.in@jiotv,Newslive,meowfy,auto,100.0,Newslive,jiotv.com,613
yes,NickHindi.in@jiotv,Nick Hindi,meowfy,auto,100.0,Nick Hindi,jiotv.com,545
yes,NickHindi.in@jiotv,NICK HINDI [IN],sktech,auto,100.0,Nick Hindi,jiotv.com,545
review,NickHindi.in@jiotv,NICK JR HINDI [IN],sktech,likely,81.0,Nick Hindi,jiotv.com,545
yes,NickJr.in@SD,Nick Junior,meowfy,auto,100.0,Nick Jr.,dishtv.in,157820
yes,Nickelodeon.in@SD,Nick HD+,meowfy,auto,100.0,Nickelodeon,dishtv.in,143625
yes,Nickelodeon.in@SD,NICK+ FHD [IN],sktech,auto,100.0,Nickelodeon,dishtv.in,143625
yes,NortheastLive.in@HD,North East Live,meowfy,auto,100.0,Northeast Live,dishtv.in,143633
yes,OdishaTV.in@SD,Disha tv,meowfy,auto,94.1,Odisha TV,dishtv.in,143639
yes,OdishaTV.in@SD,Odisha TV,meowfy,auto,100.0,Odisha TV,dishtv.in,143639
yes,OmShanti.in@jiotv,OM SHANTI FHD [IN],sktech,auto,100.0,Om Shanti,jiotv.com,964
yes,OnlyMusic.in@jiotv,Only Music,meowfy,auto,100.0,Only Music,jiotv.com,903
yes,OyeMusic.in@jiotv,Oye Music,meowfy,auto,100.0,Oye Music,jiotv.com,2936
yes,PMCHindi.in@jiotv,PMC Hindi,meowfy,auto,100.0,PMC Hindi,jiotv.com,1967
yes,PMeVidya01.in@jiotv,PM e Vidya 01,meowfy,auto,100.0,PM e Vidya 01,jiotv.com,400
yes,PMeVidya02.in@jiotv,PM e Vidya 02,meowfy,auto,100.0,PM e Vidya 02,jiotv.com,402
yes,PMeVidya03.in@jiotv,PM e Vidya 03,meowfy,auto,100.0,PM e Vidya 03,jiotv.com,405
yes,PMeVidya04.in@jiotv,PM e Vidya 04,meowfy,auto,100.0,PM e Vidya 04,jiotv.com,406
yes,PMeVidya05.in@jiotv,PM e Vidya 05,meowfy,auto,100.0,PM e Vidya 05,jiotv.com,407
yes,PMeVidya06.in@jiotv,PM e Vidya 06,meowfy,auto,100.0,PM e Vidya 06,jiotv.com,408
yes,PMeVidya07.in@jiotv,PM e Vidya 07,meowfy,auto,100.0,PM e Vidya 07,jiotv.com,404
yes,PMeVidya08.in@jiotv,PM e Vidya 08,meowfy,auto,100.0,PM e Vidya 08,jiotv.com,409
yes,PMeVidya09.in@jiotv,PM e Vidya 09,meowfy,auto,100.0,PM e Vidya 09,jiotv.com,410
yes,PMeVidya10.in@jiotv,PM e Vidya 10,meowfy,auto,100.0,PM e Vidya 10,jiotv.com,411
yes,PMeVidya11.in@jiotv,PM e Vidya 11,meowfy,auto,100.0,PM e Vidya 11,jiotv.com,1410
yes,PMeVidya12.in@jiotv,PM e Vidya 12,meowfy,auto,100.0,PM e Vidya 12,jiotv.com,1532
yes,PTCChakde.in@SD,PTC Chak De,meowfy,auto,100.0,PTC Chakde,dishtv.in,143681
yes,PTCMusic.in@SD,PTC Music,meowfy,auto,100.0,PTC Music,dishtv.in,143682
yes,PTCNews.in@SD,PTC News,meowfy,auto,100.0,PTC News,dishtv.in,143683
yes,PTCPunjabi.in@SD,PTC Punjabi,meowfy,auto,100.0,PTC Punjabi,dishtv.in,159123
yes,PTCPunjabi.in@SD,PTC PUNJABI [IN-UK],sktech,auto,100.0,PTC Punjabi,dishtv.in,159123
yes,PTCPunjabiGold.in@SD,PTC Punjabi Gold,meowfy,auto,100.0,PTC Punjabi Gold,dishtv.in,143684
yes,PTCSimran.in@SD,PTC Simran,meowfy,auto,100.0,PTC Simran,dishtv.in,143685
yes,PTCVR.in@jiotv,PTC VR,meowfy,auto,100.0,PTC VR,jiotv.com,1230
yes,PasandTV.in@SD,Pasand,meowfy,auto,100.0,Pasand TV,dishtv.in,143643
yes,PasandTV.in@SD,PASAND [IN],sktech,auto,100.0,Pasand TV,dishtv.in,143643
yes,PeaceofMindTV.in@SD,PEACE OF MIND [IN],sktech,auto,100.0,Peace of Mind TV,dishtv.in,143646
review,PearTV.in@SD,Paras tv,meowfy,review,80.0,Pear TV,tataplay.com,1352
review,PearTV.in@SD,PARAS TV [IN],sktech,review,80.0,Pear TV,tataplay.com,1352
yes,Pitaara.in@SD,Pitaara,meowfy,auto,100.0,Pitaara,dishtv.in,143650
yes,Pitaara.in@SD,PITAARA (BK) [IN-UK],sktech,auto,100.0,Pitaara,dishtv.in,143650
yes,Pitaara.in@SD,PITAARA [IN-UK],sktech,auto,100.0,Pitaara,dishtv.in,143650
yes,PogoHindi.in@jiotv,Pogo Hindi,meowfy,auto,100.0,Pogo Hindi,jiotv.com,559
yes,PolimerNews.in@SD,Polimer News,meowfy,auto,100.0,Polimer News,dishtv.in,143664
review,PolimerNews.in@SD,Prime News,meowfy,review,81.8,Polimer News,dishtv.in,143664
yes,PolimerTV.in@SD,Polimer TV,meowfy,auto,100.0,Polimer TV,dishtv.in,143665
yes,PolimerTV.in@SD,POLIMER TV [IN],sktech,auto,100.0,Polimer TV,dishtv.in,143665
yes,PowerKidsTV.in@jiotv,Power Kids TV,meowfy,auto,100.0,Power Kids TV,jiotv.com,2774
yes,PowerTV.in@SD,Power TV,meowfy,auto,100.0,Power TV,dishtv.in,143669
yes,PowervisionTV.in@SD,Powervision TV,meowfy,auto,100.0,Powervision TV,dishtv.in,143670
yes,PrabhuSandesh.in@jiotv,Prabhu Sandesh,meowfy,auto,100.0,Prabhu Sandesh,jiotv.com,3187
yes,PrabhuVaniTv.in@jiotv,Prabhu Vani Tv,meowfy,auto,100.0,Prabhu Vani Tv,jiotv.com,3162
yes,PragNews.in@SD,PR News,meowfy,likely,87.5,Prag News,dishtv.in,143671
yes,PragNews.in@SD,Prag News,meowfy,auto,100.0,Prag News,dishtv.in,143671
yes,PrameyaNews7.in@jiotv,Prameya News 7,meowfy,auto,100.0,Prameya News 7,jiotv.com,779
yes,PrarthanaBhawanTV.in@SD,Prarthana Bhawan,meowfy,auto,100.0,Prarthana Bhawan TV,airtelxstream.in,LIVETV_LIVETVCHANNEL_PRARTHANA_BHAWAN
yes,PrarthanaBhawanTV.in@SD,PRARTHANA BHAWAN [IN],sktech,auto,100.0,Prarthana Bhawan TV,airtelxstream.in,LIVETV_LIVETVCHANNEL_PRARTHANA_BHAWAN
yes,PratidinTime.in@SD,Pratidin Time,meowfy,auto,100.0,Pratidin Time,dishtv.in,143674
yes,PravahPicture.in@SD,Star Pravah Picture HD,meowfy,auto,100.0,Pravah Picture,dishtv.in,143675
yes,PravahPicture.in@SD,Star Pravah Picture,meowfy,auto,100.0,Pravah Picture,dishtv.in,143675
yes,Prime9News.in@SD,Prime 9 News,meowfy,likely,86.2,Prime9 News,airtelxstream.in,LIVETV_LIVETVCHANNEL_CHANNEL_36_UP_UK
yes,PrimeAsiaTV.ca@SD,Prime Asia HD,meowfy,auto,100.0,Prime Asia TV,tataplay.com,1823
review,PrimeAsiaTV.ca@SD,BRIT ASIA TV [IN-UK],sktech,review,80.0,Prime Asia TV,tataplay.com,1823
yes,PropexTV.in@jiotv,Propex TV,meowfy,auto,100.0,Propex TV,jiotv.com,953
yes,PublicFirst.in@jiotv,Public First,meowfy,auto,100.0,Public First,jiotv.com,2957
yes,PublicMovies.in@SD,Public Movies,meowfy,auto,100.0,Public Movies,dishtv.in,143686
yes,PublicMusic.in@SD,Public Music,meowfy,auto,100.0,Public Music,dishtv.in,143687
review,PublicMusic.in@SD,Public Asia,meowfy,review,78.3,Public Music,dishtv.in,143687
yes,PudhariNews.in@SD,Pudhari News,meowfy,auto,100.0,Pudhari News,dishtv.in,158328
review,PudhariNews.in@SD,Shri News,meowfy,review,76.2,Pudhari News,dishtv.in,158328
yes,Pulse24.in@jiotv,Pulse 24,meowfy,auto,100.0,Pulse 24,jiotv.com,1897
yes,PunjabPlus.in@jiotv,Punjab Plus,meowfy,auto,100.0,Punjab Plus,jiotv.com,1868
yes,PunjabiHits.in@jiotv,Punjabi Hits,meowfy,auto,100.0,Punjabi Hits,jiotv.com,2934
yes,PunjabiMelodies.in@jiotv,Punjabi Melodies,meowfy,auto,100.0,Punjabi Melodies,jiotv.com,2325
yes,PuthiyaThalaimurai.in@SD,Puthiya Thalimurai,meowfy,auto,97.3,Puthiya Thalaimurai,dishtv.in,143692
yes,PuthiyaThalaimurai.in@SD,PUTHIYA THALAIMURAI [IN],sktech,auto,100.0,Puthiya Thalaimurai,dishtv.in,143692
yes,PuthuyugamTV.in@SD,Puthu Yugam,meowfy,auto,100.0,Puthuyugam TV,dishtv.in,143693
yes,RTTV.in@jiotv,RT TV,meowfy,auto,100.0,RT TV,jiotv.com,1338
yes,RaftaarMedia.in@SD,Raftaar Media,meowfy,auto,100.0,Raftaar Media,airtelxstream.in,LIVETV_LIVETVCHANNEL_RAFTAAR_MEDIA
yes,RajDigitalPlus.in@SD,Raj Digital Plus,meowfy,auto,100.0,Raj Digital Plus,dishtv.in,143704
yes,RajMusixKannada.in@SD,Raj Music Kannada,meowfy,auto,94.1,Raj Musix Kannada,dishtv.in,143705
yes,RajMusixMalayalam.in@SD,Raj Music Malayalam,meowfy,auto,94.7,Raj Musix Malayalam,dishtv.in,143706
yes,RajMusixTamil.in@SD,Raj Musix,meowfy,auto,100.0,Raj Musix Tamil,dishtv.in,143707
yes,RajMusixTelugu.in@SD,Raj Music Telugu,meowfy,auto,93.8,Raj Musix Telugu,dishtv.in,143708
yes,RajNews24x7.in@jiotv,Raj News 24x7,meowfy,auto,100.0,Raj News 24x7,jiotv.com,767
yes,RajNewsKannada.in@SD,Raj News Kannada,meowfy,auto,100.0,Raj News Kannada,dishtv.in,143710
review,RajNewsMalayalam.in@SD,News Malayalam,meowfy,review,81.5,Raj News Malayalam,dishtv.in,143711
yes,RajNewsMalayalam.in@SD,Raj News Malayalam,meowfy,auto,100.0,Raj News Malayalam,dishtv.in,143711
yes,RajNewsTelugu.in@SD,Raj News Telugu,meowfy,auto,100.0,Raj News Telugu,dishtv.in,143712
yes,RajPariwar.in@SD,Raj Pariwar,meowfy,auto,100.0,Raj Pariwar,tataplay.com,1330
yes,RajTV.in@SD,Raj TV,meowfy,auto,100.0,Raj TV,dishtv.in,143715
yes,Ramdhenu.in@SD,Ramdhenu,meowfy,auto,100.0,Ramdhenu,dishtv.in,143717
yes,Rang.in@SD,Rang,meowfy,auto,100.0,Rang,dishtv.in,143718
yes,RealNewsKerala.in@SD,Real News Kerala,meowfy,auto,100.0,Real News Kerala,tataplay.com,1018
yes,RedBullTV.in@jiotv,Red Bull TV,meowfy,auto,100.0,Red Bull TV,jiotv.com,2779
yes,ReporterTV.in@SD,Reporter TV,meowfy,auto,100.0,Reporter TV,dishtv.in,85096
review,RepublicBangla.in@SD,KTV Bangla,meowfy,review,77.8,Republic Bangla,dishtv.in,143697
yes,RepublicBangla.in@SD,R Bangla,meowfy,auto,100.0,Republic Bangla,dishtv.in,143697
yes,RepublicBharat.in@SD,Republic Bharat,meowfy,auto,100.0,Republic Bharat,dishtv.in,143724
yes,RepublicBharat.in@SD,REPUBLIC BHARAT [IN],sktech,auto,100.0,Republic Bharat,dishtv.in,143724
yes,RepublicKannada.in@SD,R.Kannada,meowfy,auto,100.0,Republic Kannada,dishtv.in,142883
yes,RepublicTV.in@SD,Republic TV,meowfy,auto,100.0,Republic TV,dishtv.in,143723
yes,RomedyNow.in@SD,ROMEDY NOW [IN],sktech,auto,100.0,Romedy Now,dishtv.in,143729
yes,RongeenTV.in@SD,Rongeen TV,meowfy,auto,100.0,Rongeen TV,tataplay.com,1132
yes,RupasiBangla.in@SD,Rupashi Bangla,meowfy,auto,96.3,Rupasi Bangla,dishtv.in,143733
yes,RupasiBangla.in@SD,RUPASHI BANGLA [IN],sktech,auto,96.3,Rupasi Bangla,dishtv.in,143733
yes,SBNews24x7.in@jiotv,SB News 24x7,meowfy,auto,100.0,SB News 24x7,jiotv.com,3110
yes,STVHaryanaNews.in@jiotv,STV Haryana News,meowfy,auto,100.0,STV Haryana News,jiotv.com,1854
review,SVBC.in@SD,PMC Telugu,meowfy,review,76.2,SVBC,dishtv.in,143889
review,SVBC2.in@SD,SVBC2,meowfy,review,77.6,SVBC 2,dishtv.in,143890
review,SVBC3.in@SD,SVBC3,meowfy,review,77.6,SVBC 3,tataplay.com,971
yes,SVBC4.in@jiotv,SVBC4,meowfy,auto,100.0,SVBC4,jiotv.com,1859
yes,SaamTV.in@SD,Saam Tv,meowfy,auto,100.0,Saam TV,dishtv.in,143735
review,SaamTV.in@SD,Sharnam TV,meowfy,review,82.4,Saam TV,dishtv.in,143735
yes,SacchiReport.in@jiotv,Sacchi Report,meowfy,auto,100.0,Sacchi Report,jiotv.com,2767
review,SadhguruTelevisionHD.in@jiotv,Sadhguru Television Dolby,meowfy,likely,80.4,Sadhguru Television HD,jiotv.com,1201
yes,Sadhna.in@SD,Sadhna,meowfy,auto,100.0,Sadhna,airtelxstream.in,LIVETV_LIVETVCHANNEL_SADHNA
review,Sadhna.in@SD,Sidharth Gold,meowfy,review,75.0,Sadhna,airtelxstream.in,LIVETV_LIVETVCHANNEL_SADHNA
yes,Sadhna.in@SD,Sadhna Gold,meowfy,auto,100.0,Sadhna,airtelxstream.in,LIVETV_LIVETVCHANNEL_SADHNA
yes,SadhnaNewsMadhyaPradeshChhattisgarh.in@SD,Sadhna News MP CG,meowfy,auto,100.0,Sadhna News Madhya Pradesh/Chhattisgarh,tataplay.com,829
review,SadhnaPlusNews.in@SD,Sadhna News Plus,meowfy,review,81.2,Sadhna Plus News,tataplay.com,827
review,SadhnaPlusNews.in@SD,SADHNA PRIME NEWS [IN],sktech,review,78.8,Sadhna Plus News,tataplay.com,827
yes,SafariTV.in@SD,Safari TV,meowfy,auto,100.0,Safari TV,dishtv.in,143739
yes,SagaMusic.in@jiotv,SAGA MUSIC FHD [IN],sktech,auto,100.0,Saga Music,jiotv.com,2750
yes,SagaMusicHaryanvi.in@jiotv,Saga Music Haryanvi,meowfy,auto,100.0,Saga Music Haryanvi,jiotv.com,2751
yes,SaiLeela.in@jiotv,Sai Leela,meowfy,auto,100.0,Sai Leela,jiotv.com,1407
yes,SaiTV.in@SD,Sai TV,meowfy,auto,100.0,Sai TV,dishtv.in,143741
review,SaiTV.in@SD,SAB TV USA FHD [IN],sktech,review,83.3,Sai TV,dishtv.in,143741
yes,SakshiTV.in@SD,Sakshi tv,meowfy,auto,100.0,Sakshi TV,dishtv.in,143744
yes,SalaamTV.in@SD,Salaam TV,meowfy,auto,100.0,Salaam TV,dishtv.in,144466
review,SamacharPlus24x7.in@SD,Vertent Samachar Plus 24x7,meowfy,review,75.8,Samachar Plus 24x7,tataplay.com,1281
yes,SamacharToday.in@jiotv,Samachar Today,meowfy,auto,100.0,Samachar Today,jiotv.com,1538
yes,SanaPlus.in@SD,Suvarna Plus,meowfy,likely,85.7,Sana Plus,tataplay.com,1284
yes,SanaTV.in@SD,Sanjha TV,meowfy,likely,87.5,Sana TV,tataplay.com,1285
yes,SanaTV.in@SD,Sansad TV HD,meowfy,likely,87.5,Sana TV,tataplay.com,1285
yes,SanaTV.in@SD,Sansad TV,meowfy,likely,87.5,Sana TV,tataplay.com,1285
review,SanaTV.in@SD,SUVARNA TV HD [IN],sktech,review,82.4,Sana TV,tataplay.com,1285
review,SanaTV.in@SD,SANKHYA TV [IN-UK],sktech,review,82.4,Sana TV,tataplay.com,1285
yes,SandeshNews.in@SD,Sandesh News,meowfy,auto,100.0,Sandesh News,dishtv.in,143755
review,SandeshNews.in@SD,Janadesh News,meowfy,review,75.2,Sandesh News,dishtv.in,143755
yes,SangeetBangla.in@SD,Sangeet Bangla,meowfy,auto,100.0,Sangeet Bangla,dishtv.in,143756
yes,SangeetBhojpuri.in@SD,Sangeet Bhojpuri,meowfy,auto,100.0,Sangeet Bhojpuri,dishtv.in,143757
yes,SangeetMarathi.in@SD,Sangeet Marathi,meowfy,auto,100.0,Sangeet Marathi,airtelxstream.in,LIVETV_LIVETVCHANNEL_SANGEET_MARATHI
review,SankaraTV.in@SD,Sri Sankara,meowfy,review,82.0,Sankara TV,tataplay.com,477
yes,SansadTVRajyaSabha.in@jiotv,Sansad TV Rajya Sabha,meowfy,auto,100.0,Sansad TV Rajya Sabha,jiotv.com,1886
yes,SanskarTV.in@SD,Sanskar,meowfy,auto,100.0,Sanskar TV,dishtv.in,143713
yes,SanskarTV.in@SD,SANSKAR TV [IN],sktech,auto,100.0,Sanskar TV,dishtv.in,143713
yes,SanskarTV.in@SD,SANSKAR [IN-UK],sktech,auto,100.0,Sanskar TV,dishtv.in,143713
yes,SantvaniChannel.in@SD,Santvani,meowfy,auto,100.0,Santvani Channel,dishtv.in,143763
yes,SarvDharamSangam.in@SD,Sarv Dharam Sangam,meowfy,auto,100.0,Sarv Dharam Sangam,airtelxstream.in,LIVETV_LIVETVCHANNEL_SARV_DHARAM_SANGAM
yes,SathiyamTV.in@SD,Sathiyam TV,meowfy,auto,100.0,Sathiyam TV,dishtv.in,143765
yes,SatsangTV.in@SD,Satsang TV,meowfy,auto,100.0,Satsang TV,dishtv.in,143766
yes,SatsangTV.in@SD,SATSANG TV [IN],sktech,auto,100.0,Satsang TV,dishtv.in,143766
yes,Shalom.in@Global,Shalom,meowfy,auto,100.0,Shalom,dishtv.in,143774
review,Shalom.in@Global,Soham TV,meowfy,review,82.4,Shalom,dishtv.in,143774
yes,ShekinahTV.in@SD,Shekinah TV,meowfy,auto,100.0,Shekinah TV,tataplay.com,1313
yes,ShemarooMarathiBana.in@SD,Shemaroo MarathiBana,meowfy,auto,100.0,Shemaroo Marathi Bana,dishtv.in,143777
yes,ShemarooTV.in@SD,Shemaroo TV,meowfy,auto,100.0,Shemaroo TV,dishtv.in,143778
yes,ShemarooTV.in@SD,SHEMAROO TV [IN],sktech,auto,100.0,Shemaroo TV,dishtv.in,143778
yes,ShemarooUmang.in@SD,Shemaroo Umang,meowfy,auto,100.0,Shemaroo Umang,dishtv.in,143779
